player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,pass_yds,return_tds
"Walker, Devontez",WR,BAL,NA,0.7,0.2,2,NA,NA,0.1,NA,0,NA,0,0.5,NA,NA,FantasySharks,16621,0,@HOU,0,0,0,0.1,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1.5,0.5,5,NA,NA,0,NA,0,NA,0,0.5,NA,NA,FantasySharks,16629,0,KCC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.9,0.3,4,NA,NA,0,NA,1,NA,0,0.5,NA,NA,FantasySharks,16883,0,CAR,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,1.1,0.5,5,NA,NA,0,NA,0,NA,0,0.5,NA,NA,FantasySharks,15766,0,@PIT,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.8,0,1,NA,NA,0,NA,3,NA,0,0.4,NA,NA,FantasySharks,14315,0,@NYG,0.1,0,0,0,0,0,0,14,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,1.5,0.7,4,NA,NA,0,NA,0,NA,0,0.4,NA,NA,FantasySharks,15772,0,DAL,0.1,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.4,0.3,2,NA,NA,0,NA,2,NA,0,0.4,NA,NA,FantasySharks,15434,0,IND,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,CAR,NA,0.7,0.4,2,NA,NA,0,NA,1,NA,0,0.4,NA,NA,FantasySharks,15977,0,@TBB,0.1,0,0,0,0,0,0,18,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Collin",WR,CHI,NA,0.8,0.4,3,NA,NA,0,NA,1,NA,0,0.4,NA,NA,FantasySharks,14853,0,SEA,0.1,0,0,0,0,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.6,0.3,3,NA,NA,0,NA,0.1,NA,0,0.3,NA,NA,FantasySharks,16203,0,DEN,0.1,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.2,3,NA,NA,0,NA,0,NA,0,0.3,NA,NA,FantasySharks,14280,0,KCC,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.5,0.2,3,NA,NA,0,NA,0,NA,0,0.3,NA,NA,FantasySharks,14558,0,@HOU,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.8,0.2,3,NA,NA,0,NA,0,NA,0,0.3,NA,NA,FantasySharks,12257,0,DET,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kinsey, Mason",WR,TEN,NA,0.5,0.2,3,NA,NA,0,NA,0,NA,0,0.3,NA,NA,FantasySharks,15535,0,@JAC,0.1,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Cody",WR,SEA,NA,0.4,0.2,3,NA,NA,0,NA,0,NA,0,0.3,NA,NA,FantasySharks,15589,0,@CHI,0,0,0,0,0,0,0,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keyton, Ramel",WR,LVR,NA,1.1,0.3,2,NA,NA,0,NA,1,NA,0,0.3,NA,NA,FantasySharks,16863,0,@NOS,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,0.7,0.3,2,NA,NA,0,NA,0,NA,0,0.2,NA,NA,FantasySharks,16005,0,TEN,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1,0.4,2,NA,NA,0,NA,0,NA,0,0.2,NA,NA,FantasySharks,13488,0,@LAR,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.4,0.1,1,NA,NA,0,NA,0,NA,0,0.1,NA,NA,FantasySharks,15302,0,@CLE,0.1,0,0,0,0,0,0,21,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cowing, Jacob",WR,SFO,NA,0.1,0.1,1,NA,NA,0,NA,0,NA,0,0.1,NA,NA,FantasySharks,16640,0,DET,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0.1,NA,NA,FantasySharks,15941,0,@CHI,0,0,0,0,0,0,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corley, Malachi",WR,NYJ,NA,0.9,0.4,2,NA,NA,0,NA,1,NA,0.1,0.1,NA,NA,FantasySharks,16636,0,@BUF,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrash, Jamari",WR,CLE,NA,0.6,0.2,1,NA,NA,0,NA,-0.3,NA,0,0.1,NA,NA,FantasySharks,16624,0,MIA,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,0.9,0.4,3,NA,NA,0,NA,0,NA,0.1,0.1,NA,NA,FantasySharks,16778,0,@PHI,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennedy, Tom",WR,DET,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0.1,NA,NA,FantasySharks,14503,0,@SFO,0.1,0,0,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,6.7,6.7,86.9,NA,NA,1,0.7,3.6,NA,0.1,17.1,NA,17779,FleaFlicker,16211,0,ARISat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR3,1,90.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.7,6.7,75.9,NA,NA,1,0.2,1.4,NA,0.1,15.67,NA,16373,FleaFlicker,15287,0,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR6,1,77.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7.1,7.1,93.6,NA,NA,1,0.2,1.1,NA,0.1,15.41,NA,16250,FleaFlicker,15281,0,DENSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR1,1,94.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.5,6.5,93.1,NA,NA,1,0,0.2,NA,0.1,15.19,NA,15540,FleaFlicker,14836,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,1,93.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,5.8,5.8,77.5,NA,NA,1,0.5,2.4,NA,0.1,13.91,NA,18361,FleaFlicker,16618,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR15,1,80,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,NYJ,NA,6.2,6.2,77.8,NA,NA,1,0,0.1,NA,0.1,13.67,NA,10295,FleaFlicker,11675,0,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR16,1,77.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5.3,5.3,74.1,NA,NA,1,0,0.1,NA,0.1,13.32,NA,10252,FleaFlicker,11671,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR4,1,74.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5.7,5.7,74.3,NA,NA,1,0,0.1,NA,0.1,13.32,NA,15585,FleaFlicker,14835,0,DENSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR8,1,74.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,6.2,6.2,86.8,NA,NA,0.5,0,0.2,NA,0.1,11.34,NA,16281,FleaFlicker,15290,0,BALWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR5,0.5,87,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.5,5.5,77.4,NA,NA,0.5,0,0.1,NA,0.1,10.45,NA,14694,FleaFlicker,14104,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR7,0.5,77.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.1,4.1,58.4,NA,NA,0.3,3.2,14.4,NA,0.1,9.98,NA,14702,FleaFlicker,14136,0.1,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR37,0.5,72.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,6.1,6.1,74.5,NA,NA,0.4,0.3,1.6,NA,0.1,9.93,NA,17606,FleaFlicker,16185,0,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR21,0.4,76.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5.2,5.2,67.8,NA,NA,0.5,0.4,2.6,NA,0.1,9.88,NA,17595,FleaFlicker,16190,0,@HOUWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR19,0.5,70.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.3,5.3,70.3,NA,NA,0.5,0,0.3,NA,0.1,9.88,NA,14746,FleaFlicker,14109,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR10,0.5,70.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTGeorge Pickens,WR,PIT,NA,4.8,4.8,71.8,NA,NA,0.4,0.1,0.6,NA,0.1,9.7,NA,16859,FleaFlicker,15762,0,KCWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR26,0.4,72.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.4,6.4,70.3,NA,NA,0.4,0.4,2.5,NA,0.1,9.56,NA,15523,FleaFlicker,14832,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR9,0.4,72.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,5.2,5.2,65.1,NA,NA,0.5,0.3,1.6,NA,0,9.35,NA,12197,FleaFlicker,12801,0,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR11,0.5,66.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,5.4,5.4,68.2,NA,NA,0.4,0,0.1,NA,0.1,9.33,NA,13795,FleaFlicker,13630,0,@CINSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR12,0.4,68.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,5.6,5.6,69.5,NA,NA,0.4,0,0.2,NA,0,9.25,NA,18407,FleaFlicker,16627,0,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR17,0.4,69.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,5.2,5.2,68.8,NA,NA,0.4,0,0.3,NA,0,9.22,NA,15751,FleaFlicker,14860,0,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR14,0.4,69.1,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,5,5,66.2,NA,NA,0.4,0.1,0.6,NA,0.1,9.22,NA,17613,FleaFlicker,16186,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR22,0.4,66.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.9,5.9,71.7,NA,NA,0.3,0.2,1.2,NA,0.1,9.21,NA,18369,FleaFlicker,16615,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR24,0.3,72.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.7,5.7,66.5,NA,NA,0.4,0,0.2,NA,0.1,9.09,NA,16823,FleaFlicker,15751,0,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR13,0.4,66.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.4,5.4,65.4,NA,NA,0.3,0.8,3.7,NA,0.1,9.01,NA,13764,FleaFlicker,13635,0,SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR23,0.4,69.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.7,3.7,60.8,NA,NA,0.4,0.8,5,NA,0.1,8.94,NA,16830,FleaFlicker,15756,0,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR28,0.4,65.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,4.4,4.4,63,NA,NA,0.4,0.1,0.9,NA,0.1,8.57,NA,13776,FleaFlicker,13629,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR30,0.4,64,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.3,4.3,64.1,NA,NA,0.4,0,0.1,NA,0.1,8.52,NA,14706,FleaFlicker,14102,0,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR29,0.4,64.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.9,3.9,52.7,NA,NA,0.3,1.7,7.7,NA,0,8.44,NA,18363,FleaFlicker,16620,0.1,@PITWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR43,0.4,60.5,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,5.1,5.1,60.4,NA,NA,0.4,0,0.2,NA,0,8.34,NA,16947,FleaFlicker,15761,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR25,0.4,60.6,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.3,5.3,64.3,NA,NA,0.3,0,0.4,NA,0.1,8.33,NA,16798,FleaFlicker,15753,0,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR18,0.3,64.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5.1,5.1,62.8,NA,NA,0.3,0,0.1,NA,0.1,8.29,NA,16253,FleaFlicker,15282,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR32,0.3,62.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,4.3,4.3,59.9,NA,NA,0.4,0,0.1,NA,0.1,8.24,NA,18381,FleaFlicker,16614,0,@LARSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR31,0.4,60,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,CHI,NA,5.3,5.3,60.3,NA,NA,0.4,0,0.2,NA,0.1,8.13,NA,9380,FleaFlicker,11222,0,SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR36,0.4,60.5,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,5.3,5.3,60.9,NA,NA,0.3,0.1,0.9,NA,0.1,8.12,NA,14949,FleaFlicker,14127,0,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR33,0.3,61.8,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,5.3,5.3,57.9,NA,NA,0.4,0,0.4,NA,0.1,7.99,NA,12970,FleaFlicker,13164,0,ARISat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR20,0.4,58.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,5.3,5.3,58.5,NA,NA,0.3,0,0.1,NA,0.1,7.7,NA,9891,FleaFlicker,11938,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR38,0.3,58.7,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.7,3.7,48.3,NA,NA,0.3,1.2,7,NA,0.1,7.39,NA,17674,FleaFlicker,16184,0.1,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR34,0.3,55.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3.4,3.4,51.6,NA,NA,0.3,0.1,0.8,NA,0.1,7.3,NA,16896,FleaFlicker,15789,0,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR40,0.4,52.4,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,4.1,4.1,54.1,NA,NA,0.3,0,0.3,NA,0,7.16,NA,15658,FleaFlicker,14974,0,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR35,0.3,54.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen McMillan,WR,TB,NA,4.1,4.1,49.1,NA,NA,0.3,0.1,1,NA,0,7.13,NA,18435,FleaFlicker,16628,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR49,0.4,50.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,3.6,3.6,50.7,NA,NA,0.3,0.1,0.5,NA,0,7.06,NA,17593,FleaFlicker,16188,0,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR55,0.3,51.1,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,4.2,4.2,50.7,NA,NA,0.3,0,0.4,NA,0.1,6.87,NA,17622,FleaFlicker,16187,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR42,0.3,51.1,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,3.6,3.6,48,NA,NA,0.3,0,0.1,NA,0.1,6.69,NA,18384,FleaFlicker,16616,0,SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR41,0.3,48.1,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,3.9,3.9,48.1,NA,NA,0.3,0,0,NA,0,6.37,NA,18787,FleaFlicker,16809,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR53,0.3,48.1,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.6,3.6,46.2,NA,NA,0.3,0,0.1,NA,0.1,6.21,NA,16941,FleaFlicker,15779,0,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR47,0.3,46.3,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,3,3,42.1,NA,NA,0.3,0,0.1,NA,0,6.19,NA,16248,FleaFlicker,15293,0,@HOUWed 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR44,0.3,42.3,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,3.9,3.9,48.8,NA,NA,0.2,0,0.2,NA,0,6.14,NA,15544,FleaFlicker,14833,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR27,0.2,49,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJaylen Waddle,WR,MIA,NA,3.6,3.6,47.2,NA,NA,0.2,0.1,0.8,NA,0.1,6.14,NA,16236,FleaFlicker,15284,0,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR46,0.2,48,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,3.7,3.7,47,NA,NA,0.2,0,0.1,NA,0.1,6.1,NA,15603,FleaFlicker,14842,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR48,0.2,47,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,KC,NA,3.7,3.7,42.7,NA,NA,0.3,0,0.1,NA,0.1,5.98,NA,9311,FleaFlicker,11232,0,@PITWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR39,0.3,42.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMarquez Valdes-Scantling,WR,NO,NA,2.7,2.7,43.1,NA,NA,0.2,0.2,1.1,NA,0,5.88,NA,13952,FleaFlicker,13793,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR68,0.2,44.2,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,3.2,3.2,42.8,NA,NA,0.2,0,0.5,NA,0,5.79,NA,17725,FleaFlicker,16193,0,LACSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR94,0.2,43.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hollywood Brown,WR,KC,NA,3.3,3.3,40.9,NA,NA,0.3,0,0.3,NA,0,5.66,NA,14661,FleaFlicker,14105,0,@PITWed 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR83,0.3,41.2,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,4.7,4.7,45.5,NA,NA,0.2,0.1,1.2,NA,0,5.55,NA,16869,FleaFlicker,15757,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR67,0.2,46.7,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,2.6,2.6,37.4,NA,NA,0.3,0,0.1,NA,0.1,5.27,NA,18392,FleaFlicker,16617,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR52,0.3,37.5,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,ATL,NA,3.3,3.3,36,NA,NA,0.2,0.6,3.8,NA,0,5.26,NA,13934,FleaFlicker,13641,0,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR59,0.2,39.8,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.5,2.5,36.4,NA,NA,0.3,0,0.3,NA,0,5.21,NA,16192,FleaFlicker,15109,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR62,0.3,36.7,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,BUF,NA,2.8,2.8,36.6,NA,NA,0.3,0,0,NA,0,5.16,NA,11177,FleaFlicker,12175,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR45,0.3,36.6,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTSterling Shepard,WR,TB,NA,3,3,32.7,NA,NA,0.2,0.6,2.5,NA,0,5.1,NA,12058,FleaFlicker,12658,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR73,0.3,35.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,3.5,3.5,37.7,NA,NA,0.2,0.4,2.4,NA,0.1,5.08,NA,17724,FleaFlicker,16342,0,LACSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR54,0.2,40,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,2.5,2.5,32.6,NA,NA,0.2,1,4.9,NA,0,5.03,NA,17635,FleaFlicker,16287,0.1,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR76,0.2,37.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,3,3,38.4,NA,NA,0.2,0,0.1,NA,0.1,5.01,NA,16292,FleaFlicker,15319,0,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR56,0.2,38.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
