player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Sean Tucker,RB,TB,NA,5.5,21.7,NA,0.1,1,1,7.8,NA,NA,0,0,3.67,NA,18278,FleaFlicker,16166,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB68,0.1,29.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,3.9,17.9,NA,0.1,1.2,1.2,9.5,NA,NA,0,0,3.62,NA,9317,FleaFlicker,11225,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB63,0.1,27.4,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,4.6,19.2,NA,0.1,0.8,0.8,6.4,NA,NA,0,0,3.38,NA,17759,FleaFlicker,16176,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB67,0.1,25.6,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,3.7,16.6,NA,0.1,1.1,1.1,9.1,NA,NA,0.1,0,3.33,NA,13870,FleaFlicker,13726,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB69,0.1,25.7,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,5.2,19.9,NA,0.1,0.9,0.9,7.3,NA,NA,0,0,3.3,NA,17624,FleaFlicker,16165,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB57,0.1,27.2,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,5.3,20.4,NA,0.1,0.6,0.6,6,NA,NA,0,0,3.28,NA,17716,FleaFlicker,16175,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB51,0.1,26.5,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,5.5,20,NA,0.1,0.7,0.7,6,NA,NA,0,0,3.18,NA,16974,FleaFlicker,15713,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB58,0.1,25.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaontay Ingram,RB,ARI,NA,5.5,18.4,NA,0.1,0.8,0.8,5.3,NA,NA,0,0,2.89,NA,17007,FleaFlicker,15734,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB75,0.1,23.7,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvon Ahmed,RB,MIA,NA,4.2,15.1,NA,0.1,0.7,0.7,5.2,NA,NA,0,0,2.81,NA,15937,FleaFlicker,14811,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB89,0.1,20.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,3.7,18.1,NA,0.1,0.6,0.6,4.4,NA,NA,0,0,2.79,NA,9504,FleaFlicker,11390,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB79,0.1,22.6,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,5.4,18.2,NA,0.1,0.3,0.3,3.4,NA,NA,0,0,2.72,NA,16918,FleaFlicker,15714,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB60,0.1,21.6,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,4.3,14.8,NA,0.1,0.4,0.4,3.4,NA,NA,0,0,2.4,NA,15904,FleaFlicker,14823,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB86,0.1,18.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,3,12.2,NA,0.1,0.7,0.7,6,NA,NA,0,0,2.34,NA,17756,FleaFlicker,16181,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB72,0.1,18.1,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,3.7,11.7,NA,0.1,0.6,0.6,5.9,NA,NA,0,0,2.28,NA,17661,FleaFlicker,16171,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB55,0.1,17.6,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.4,13.6,NA,0.1,0.6,0.6,4.3,NA,NA,0,0,2.17,NA,13358,FleaFlicker,13378,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB80,0.1,17.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,2.9,10,NA,0,0.9,0.9,6.8,NA,NA,0.1,0,2.14,NA,16458,FleaFlicker,15275,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB81,0.1,16.7,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,NA,2.8,9.9,NA,0.1,0.8,0.8,7,NA,NA,0,0,2.1,NA,16618,FleaFlicker,15258,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB73,0.1,16.9,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,3,11.2,NA,0.1,0.5,0.5,3.7,NA,NA,0,0,2.01,NA,18238,FleaFlicker,16390,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,3.3,14.1,NA,0,0.6,0.6,4.1,NA,NA,0,0.1,2,NA,14818,FleaFlicker,14076,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB92,0.1,18.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Evans,RB,LAR,NA,3,11,NA,0.1,0.5,0.5,4.2,NA,NA,0,0,1.88,NA,17784,FleaFlicker,16163,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB77,0.1,15.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,JAC,NA,2.2,9.7,NA,0,0.7,0.7,4.8,NA,NA,0,0,1.85,NA,15936,FleaFlicker,14821,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB87,0.1,14.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,1.8,6.8,NA,0.1,0.8,0.8,5.2,NA,NA,0,0,1.72,NA,17510,FleaFlicker,15973,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB103,0.1,12.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,1.9,9.4,NA,0.1,0.5,0.5,4,NA,NA,0,0,1.68,NA,16909,FleaFlicker,15733,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB74,0.1,13.4,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.5,4.9,NA,0,1.2,1.2,8.2,NA,NA,0,0,1.59,NA,11207,FleaFlicker,12155,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,13.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,2.6,9.7,NA,0,0.3,0.3,2.5,NA,NA,0,0,1.5,NA,16920,FleaFlicker,15709,MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB78,0.1,12.2,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,2.3,8.8,NA,0,0.4,0.4,3.6,NA,NA,0,0,1.48,NA,17758,FleaFlicker,16173,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB91,0.1,12.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,2.7,11.2,NA,0,0.1,0.1,1.1,NA,NA,0,0,1.47,NA,17167,FleaFlicker,15972,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB84,0,12.3,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,1.8,8,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.44,NA,17762,FleaFlicker,16174,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB102,0.1,11.1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,1.1,6.2,NA,0,0.7,0.7,5.1,NA,NA,0,0,1.43,NA,15680,FleaFlicker,14815,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB98,0.1,11.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2,8.7,NA,0,0.5,0.5,3.5,NA,NA,0,0,1.38,NA,14767,FleaFlicker,14086,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB100,0,12.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.6,1.6,NA,0,0.8,0.8,6.2,NA,NA,0,0,1.2,NA,9410,FleaFlicker,11367,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,7.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Gaskin,RB,MIN,NA,1,6,NA,0,0.6,0.6,3.8,NA,NA,0,0,1.2,NA,14897,FleaFlicker,14081,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB94,0,9.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,2.2,8.1,NA,0.1,0.3,0.3,1.7,NA,NA,0,0,1.2,NA,15620,FleaFlicker,14810,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB95,0.1,9.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0.9,4.9,NA,0,0.5,0.5,3.4,NA,NA,0,0,1.13,NA,15434,FleaFlicker,14727,@KCW 21-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,8.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Montgomery,RB,NE,NA,0.5,3.1,NA,0,0.9,0.9,5.7,NA,NA,0,0,1.12,NA,11213,FleaFlicker,12261,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,8.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.7,6.7,NA,0,0.3,0.3,2.2,NA,NA,0,0,1.11,NA,17978,FleaFlicker,16385,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,1.6,7.1,NA,0,0.2,0.2,1.4,NA,NA,0,0,1.07,NA,13942,FleaFlicker,13814,@NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB82,0,8.5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,0.9,3.6,NA,0,0.3,0.3,3,NA,NA,0,0,0.98,NA,9114,FleaFlicker,10932,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,6.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.2,4.1,NA,0,0.5,0.5,3.3,NA,NA,0,0,0.98,NA,13581,FleaFlicker,13148,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones,RB,NO,NA,0.8,5,NA,0,0.4,0.4,2.8,NA,NA,0,0,0.96,NA,16039,FleaFlicker,14828,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,7.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,NA,1,5,NA,0,0.2,0.2,1.5,NA,NA,0,0,0.95,NA,16461,FleaFlicker,15462,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,6.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel Abanikanda,RB,NYJ,NA,1.6,5.4,NA,0,0.2,0.2,2.1,NA,NA,0,0,0.92,NA,17718,FleaFlicker,16168,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB83,0,7.6,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.8,1.8,NA,0,0.6,0.6,4.1,NA,NA,0,0,0.89,NA,12694,FleaFlicker,12923,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,5.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,13.04,58.96,NA,0.75,NA,4.49,37.45,NA,NA,0.3,NA,15.77,NA,austin-ekeler-1,NumberFire,13404,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,24.26,#23,18,1,18.01,9000,2,20.36,8400,2.42,18.01,NA,NA
Nick Chubb,RB,CLE,NA,20.46,100.17,NA,0.7,NA,1.62,11.4,NA,NA,0.07,NA,15.46,NA,nick-chubb,NumberFire,13610,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,23.85,#11,19,2,16.25,8600,1.89,20.24,8200,2.47,16.25,NA,NA
Tony Pollard,RB,DAL,NA,17.44,85.63,NA,0.63,NA,2.72,22.04,NA,NA,0.16,NA,15.37,NA,tony-pollard,NumberFire,14085,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,23.73,#28,21,3,16.75,NA,NA,18.18,NA,NA,16.75,NA,NA
Christian McCaffrey,RB,SF,NA,13.57,62.56,NA,0.49,NA,4.91,39.5,NA,NA,0.31,NA,14.9,NA,christian-mccaffrey,NumberFire,13130,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,23.11,#20,23,4,17.42,9200,1.89,19.92,8700,2.29,17.42,NA,NA
Bijan Robinson,RB,ATL,NA,18.57,87.09,NA,0.63,NA,2.36,17.3,NA,NA,0.13,NA,14.81,NA,bijan-robinson,NumberFire,16161,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,22.99,#18,25,5,15.98,7800,2.05,17.27,8000,2.16,15.98,NA,NA
Saquon Barkley,RB,NYG,NA,17.72,81.05,NA,0.59,NA,3.27,22.34,NA,NA,0.12,NA,14.53,NA,saquon-barkley,NumberFire,13604,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,22.61,#3,28,6,16.17,NA,NA,17.86,NA,NA,16.17,NA,NA
Derrick Henry,RB,TEN,NA,19.32,89.3,NA,0.56,NA,1.37,10.57,NA,NA,0.05,NA,13.36,NA,derrick-henry,NumberFire,12626,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66,21.06,#8,37,7,14.05,8500,1.65,14.89,7800,1.91,14.05,NA,NA
Jamaal Williams,RB,NO,NA,18.57,77.26,NA,0.65,NA,2,13.02,NA,NA,0.08,NA,13.18,NA,jamaal-williams,NumberFire,13139,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,20.82,#21,39,8,14.17,6800,2.08,15.3,5100,3,14.17,NA,NA
Josh Jacobs,RB,LV,NA,16.71,77.62,NA,0.56,NA,2.05,13.17,NA,NA,0.09,NA,12.8,NA,josh-jacobs,NumberFire,14073,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,20.32,#9,41,9,13.86,8400,1.65,14.97,7700,1.94,13.86,NA,NA
Alexander Mattison,RB,MIN,NA,16.68,73.22,NA,0.54,NA,2.14,13.46,NA,NA,0.12,NA,12.54,NA,alexander-mattison,NumberFire,14223,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,19.97,#16,43,10,13.62,7300,1.87,14.74,6500,2.27,13.62,NA,NA
Kenneth Walker III,RB,SEA,NA,16.7,76,NA,0.63,NA,1.06,7.66,NA,NA,0.05,NA,12.43,NA,kenneth-walker-iii,NumberFire,15711,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,19.83,#14,44,11,12.96,7100,1.83,13.51,6000,2.25,12.96,NA,NA
Travis Etienne,RB,JAC,NA,14.81,67.14,NA,0.54,NA,2.1,16.06,NA,NA,0.11,NA,12.04,NA,travis-etienne,NumberFire,15253,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,19.31,#13,45,12,13.09,7700,1.7,14.24,6900,2.06,13.09,NA,NA
Joe Mixon,RB,CIN,NA,14.81,65.12,NA,0.52,NA,2.4,16.01,NA,NA,0.11,NA,11.94,NA,joe-mixon,NumberFire,13131,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,19.18,#22,47,13,13.09,7500,1.75,14.3,6800,2.1,13.09,NA,NA
Aaron Jones,RB,GB,NA,13.02,66.89,NA,0.43,NA,2.73,19.74,NA,NA,0.12,NA,11.64,NA,aaron-jones,NumberFire,13319,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,18.78,#27,48,14,13.03,7200,1.81,14.55,6300,2.31,13.03,NA,NA
J.K. Dobbins,RB,BAL,NA,14.7,68.46,NA,0.54,NA,1.42,10,NA,NA,0.11,NA,11.57,NA,j-k-dobbins,NumberFire,14800,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,18.69,#26,51,15,12.3,6500,1.89,13.1,6600,1.98,12.3,NA,NA
Rhamondre Stevenson,RB,NE,NA,14.48,64.87,NA,0.46,NA,2.86,18.19,NA,NA,0.12,NA,11.55,NA,rhamondre-stevenson,NumberFire,15259,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,18.66,#10,52,16,12.98,7000,1.85,14.55,7000,2.08,12.98,NA,NA
Najee Harris,RB,PIT,NA,17.09,69.64,NA,0.48,NA,2.19,13.03,NA,NA,0.09,NA,11.52,NA,najee-harris,NumberFire,15254,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,18.62,#1,53,17,12.58,6700,1.88,13.79,6100,2.26,12.58,NA,NA
Raheem Mostert,RB,MIA,NA,13.92,67.57,NA,0.45,NA,1.95,13.98,NA,NA,0.1,NA,11.37,NA,raheem-mostert,NumberFire,12447,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,18.42,#19,55,18,12.37,5900,2.1,13.39,5400,2.48,12.37,NA,NA
James Conner,RB,ARI,NA,16.52,69.95,NA,0.45,NA,1.87,14.42,NA,NA,0.06,NA,11.23,NA,james-conner,NumberFire,13146,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,18.23,#5,57,19,12.17,6700,1.82,13.25,6400,2.07,12.17,NA,NA
Rachaad White,RB,TB,NA,15.12,63.97,NA,0.43,NA,2.65,17.77,NA,NA,0.11,NA,11.13,NA,rachaad-white,NumberFire,15721,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,18.1,#24,58,20,12.44,6400,1.94,13.92,5500,2.53,12.44,NA,NA
Cam Akers,RB,LA,NA,15.78,70.82,NA,0.38,NA,1.13,9.37,NA,NA,0.06,NA,10.46,NA,cam-akers,NumberFire,14799,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,17.21,#25,61,21,11.04,6600,1.67,11.71,6200,1.89,11.04,NA,NA
Miles Sanders,RB,CAR,NA,14.43,66.98,NA,0.37,NA,2,12.9,NA,NA,0.07,NA,10.41,NA,miles-sanders,NumberFire,14079,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,17.15,#32,62,22,11.43,6900,1.66,12.54,5600,2.24,11.43,NA,NA
Dameon Pierce,RB,HOU,NA,16.25,69.78,NA,0.33,NA,1.95,12.69,NA,NA,0.08,NA,10.38,NA,dameon-pierce,NumberFire,15717,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,17.11,#7,64,23,11.36,6200,1.83,12.51,5800,2.16,11.36,NA,NA
David Montgomery,RB,DET,NA,13.19,54.14,NA,0.44,NA,1.95,16.98,NA,NA,0.1,NA,10.25,NA,david-montgomery,NumberFire,14071,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,16.93,#12,65,24,11.19,NA,NA,12.24,NA,NA,11.19,NA,NA
Samaje Perine,RB,DEN,NA,14.13,60.43,NA,0.4,NA,1.58,11.58,NA,NA,0.09,NA,10.14,NA,samaje-perine,NumberFire,13133,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,16.79,#29,66,25,10.93,6000,1.82,11.73,5100,2.3,10.93,NA,NA
Jahmyr Gibbs,RB,DET,NA,10.55,46.2,NA,0.37,NA,3.1,24.09,NA,NA,0.17,NA,10.14,NA,jahmyr-gibbs,NumberFire,16162,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,16.79,#12,66,25,11.7,NA,NA,13.33,NA,NA,11.7,NA,NA
Isiah Pacheco,RB,KC,NA,13.47,61.3,NA,0.5,NA,1.16,8.97,NA,NA,0.06,NA,10.1,NA,isiah-pacheco,NumberFire,15749,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,16.73,#31,68,27,10.65,NA,NA,11.4,NA,NA,10.65,NA,NA
Dalvin Cook,RB,NYJ,NA,13.21,60.54,NA,0.34,NA,2,13.03,NA,NA,0.09,NA,9.8,NA,dalvin-cook,NumberFire,13128,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,16.34,#6,70,28,10.8,NA,NA,11.88,NA,NA,10.8,NA,NA
Breece Hall,RB,NYJ,NA,12.06,55.98,NA,0.32,NA,1.86,13.57,NA,NA,0.09,NA,9.27,NA,breece-hall,NumberFire,15708,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,15.63,#6,75,29,10.23,NA,NA,11.23,NA,NA,10.23,NA,NA
James Cook,RB,BUF,NA,11.18,51.57,NA,0.27,NA,2.15,15.31,NA,NA,0.1,NA,8.8,NA,james-cook,NumberFire,15715,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,15.01,#2,82,30,9.86,NA,NA,11.01,NA,NA,9.86,NA,NA
Khalil Herbert,RB,CHI,NA,12.33,58.33,NA,0.34,NA,1.02,6.95,NA,NA,0.05,NA,8.78,NA,khalil-herbert,NumberFire,15271,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,14.98,#15,83,31,9.32,6100,1.53,9.87,5300,1.86,9.32,NA,NA
Antonio Gibson,RB,WSH,NA,10.6,45.61,NA,0.34,NA,2.3,15.32,NA,NA,0.09,NA,8.64,NA,antonio-gibson,NumberFire,14852,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,14.8,#30,84,32,9.76,5800,1.68,10.95,5200,2.11,9.76,NA,NA
