player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Samuel, Curtis",WR,WAS,NA,4.5,3,34,NA,NA,0.2,NA,6,NA,0,0,5.4,NA,NA,FantasySharks,13157,ARI,0.6,0,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,4.3,2.9,37,NA,NA,0.2,NA,1,NA,0,0,5.2,NA,NA,FantasySharks,12650,@CLE,0.6,0.1,0.1,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,4.9,2.8,39,NA,NA,0.2,NA,0,NA,0,0,5,NA,NA,FantasySharks,13168,@KCC,0.9,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,ATL,NA,5.5,3.2,35,NA,NA,0.2,NA,3,NA,0,0,5,NA,NA,FantasySharks,13289,CAR,0.7,0.1,0,0.1,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,5.1,3,35,NA,NA,0.2,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,11938,@ATL,0.9,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,4.4,2.8,29,NA,NA,0.3,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,15766,DET,0.6,0.3,0,0,0,0,0,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,5.5,3.5,42,NA,NA,0.1,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,15752,@NOS,0.4,0,0,0.1,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beckham, Odell",WR,BAL,NA,5.7,3.3,35,NA,NA,0.2,NA,1,NA,0,0,4.8,NA,NA,FantasySharks,11679,HOU,0.7,0.1,0,0,0,0,0.1,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,6,3.7,40,NA,NA,0.1,NA,-0.3,NA,0,0,4.6,NA,NA,FantasySharks,15319,MIA,0.4,0.1,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,4,2.7,29,NA,NA,0.2,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,14849,DAL,0.3,0.2,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,5.3,3.2,36,NA,NA,0.1,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,11228,@BAL,0.7,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,6.2,3.3,37,NA,NA,0.1,NA,-0.1,NA,0,0,4.3,NA,NA,FantasySharks,16199,@MIN,1,0,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,4.7,2.8,33,NA,NA,0.1,NA,0,NA,0,0,4.1,NA,NA,FantasySharks,15491,@SEA,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,4.8,3.2,30,NA,NA,0.2,NA,-0.2,NA,0,0,4,NA,NA,FantasySharks,14123,@DEN,0.6,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,5,3,33,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,15768,JAC,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3.9,2.6,32,NA,NA,0.1,NA,3,NA,0,0,4,NA,NA,FantasySharks,13418,PHI,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,2.9,1.7,21,NA,NA,0.2,NA,2,NA,0,0,3.9,NA,NA,FantasySharks,15289,DET,0.5,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James, Richie",WR,KCC,NA,4,2.7,29,NA,NA,0.2,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,13724,DET,0.4,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,3.1,2.1,23,NA,NA,0.1,NA,5,NA,0.1,0,3.8,NA,NA,FantasySharks,14847,HOU,0.5,0.1,0,0,0,0,0,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,4,1.9,26,NA,NA,0.1,NA,2,NA,0.1,0,3.8,NA,NA,FantasySharks,15301,@SEA,0.4,0,0,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,4.7,2.4,29,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,13646,@NYG,0.6,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,2.9,2.1,29,NA,NA,0.1,NA,1,NA,0.1,0,3.7,NA,NA,FantasySharks,16080,TEN,0.2,0,0,0,0,0,0.1,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3.6,1.9,26,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,15109,@NOS,0.5,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,4,2.9,24,NA,NA,0.1,NA,3,NA,0,0,3.3,NA,NA,FantasySharks,14108,@WAS,0.5,0.1,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,PHI,NA,4.8,2.8,28,NA,NA,0.1,NA,1,NA,0,0.1,3.2,NA,NA,FantasySharks,14592,@NEP,0.5,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,PIT,NA,4,2.4,24,NA,NA,0.1,NA,2,NA,0,0,3.1,NA,NA,FantasySharks,11678,SFO,0.7,0.1,0,0,0,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,2.9,1.7,28,NA,NA,0,NA,1,NA,0,0,3.1,NA,NA,FantasySharks,15308,@ATL,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,NYJ,NA,3.9,2.1,24,NA,NA,0.1,NA,1,NA,0,0,3.1,NA,NA,FantasySharks,14113,BUF,0.5,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,DET,NA,3.9,1.8,21,NA,NA,0.1,NA,1,NA,0,0,3,NA,NA,FantasySharks,10738,@KCC,0.6,0,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,4.1,2.8,29,NA,NA,0,NA,1,NA,0,0,2.9,NA,NA,FantasySharks,16188,MIA,0.6,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,3.3,2.1,27,NA,NA,0,NA,1,NA,0,0,2.9,NA,NA,FantasySharks,16184,@CHI,0.5,0,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,2.9,1.8,22,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,14860,@PIT,0.2,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,HOU,NA,4,2.1,25,NA,NA,0,NA,0,NA,0,0,2.7,NA,NA,FantasySharks,13172,@BAL,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,IND,NA,3.3,1.8,18,NA,NA,0.1,NA,1,NA,0,0,2.7,NA,NA,FantasySharks,13313,JAC,0.5,0.1,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,2.5,1.3,20,NA,NA,0.1,NA,3,NA,0,0,2.7,NA,NA,FantasySharks,13637,GBP,0.2,0,0.1,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,BUF,NA,3.3,1.8,22,NA,NA,0.1,NA,1,NA,0,0,2.7,NA,NA,FantasySharks,13893,@NYJ,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,TEN,NA,3.2,1.9,21,NA,NA,0.1,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,12773,@NOS,0.5,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,3,1.7,20,NA,NA,0,NA,2,NA,0,0,2.5,NA,NA,FantasySharks,13638,@LAC,0.3,0,0,0,0,0,0,25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,2.2,1.6,16,NA,NA,0,NA,3,NA,0.1,0,2.5,NA,NA,FantasySharks,14838,@ATL,0.2,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,1.6,0.9,13,NA,NA,0.2,NA,1,NA,0,0,2.4,NA,NA,FantasySharks,14551,@CLE,0.4,0.1,0,0,0,0.1,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,2.2,1.4,19,NA,NA,0.1,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,13963,CAR,0.1,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.4,1.5,11,NA,NA,0.1,NA,6,NA,0,0.1,2.4,NA,NA,FantasySharks,13308,@IND,0.3,0.1,0,0,0,0,0,38,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,CLE,NA,2.2,1.2,17,NA,NA,0.1,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,11239,CIN,0.2,0,0.1,0.1,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,CHI,NA,4.3,2.4,22,NA,NA,0,NA,2,NA,0,0.1,2.3,NA,NA,FantasySharks,14841,GBP,0.3,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flowers, Zay",WR,BAL,NA,3.5,2,21,NA,NA,0,NA,1,NA,0,0,2.3,NA,NA,FantasySharks,16190,HOU,0.3,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyton, Jalen",WR,LAC,NA,1.4,1,13,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,14337,MIA,0.3,0.1,0,0,0,0,0.1,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,3.2,1.9,18,NA,NA,0.1,NA,0,NA,0,0.1,2.2,NA,NA,FantasySharks,14992,@NEP,0.1,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,3,1.8,21,NA,NA,0,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,16197,@ATL,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rice, Rashee",WR,KCC,NA,3.3,1.8,22,NA,NA,0,NA,0.1,NA,0,0.1,2.1,NA,NA,FantasySharks,16194,DET,0.4,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,CLE,NA,3.5,2.1,21,NA,NA,0,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,15288,CIN,0.4,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,2,0.9,11,NA,NA,0.1,NA,2,NA,0,0,1.9,NA,NA,FantasySharks,15767,GBP,0.3,0.1,0,0,0,0,0,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,3.6,1.9,16,NA,NA,0.1,NA,0.1,NA,0,0.1,1.9,NA,NA,FantasySharks,12785,@SEA,0.4,0.1,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,TBB,NA,3.3,1.7,16,NA,NA,0,NA,2,NA,0,0,1.9,NA,NA,FantasySharks,15977,@MIN,0.4,0,0,0,0,0,0,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,NYJ,NA,2.1,1.3,16,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,10308,BUF,0.3,0,0,0,0,0,0,14,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,2.6,1.1,13,NA,NA,0.1,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,16189,LVR,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,NYG,NA,4.6,1.9,17,NA,NA,0,NA,0,NA,0,0.1,1.7,NA,NA,FantasySharks,12658,DAL,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,1.9,1.4,15,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13652,@LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,2.5,1.6,15,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,15758,CIN,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,BAL,NA,2.4,1.3,12,NA,NA,0.1,NA,0,NA,0,0.1,1.3,NA,NA,FantasySharks,12181,HOU,0.1,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,2.6,1.4,11,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,13488,@WAS,0.4,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1,0.4,4,NA,NA,0.1,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,13862,@LAC,0.3,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.4,0.7,10,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15292,ARI,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,1.3,0.6,9,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,15761,@NYJ,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LVR,NA,2.4,1.3,13,NA,NA,0,NA,-0.2,NA,0,0.1,1.1,NA,NA,FantasySharks,12394,@DEN,0.4,0,0,0,0,0,0,22,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,1,0.4,7,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,13641,@PIT,0,0,0,0,0,0,0,28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dell, Nathaniel",WR,HOU,NA,1.8,1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16204,@BAL,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,1.6,0.8,10,NA,NA,0,NA,-0.3,NA,0,0,0.9,NA,NA,FantasySharks,16193,PHI,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,1,0.4,5,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13776,DET,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,1.1,0.6,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,15786,TBB,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,ATL,NA,2,0.9,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,14280,CAR,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,WAS,NA,0.7,0.4,5,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13863,ARI,0.1,0.1,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wicks, Dontayvion",WR,GBP,NA,1.9,0.7,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16195,@CHI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,2.1,0.8,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15788,@NYG,0.2,0,0,0,0,0,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,1.5,0.8,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15987,LVR,0,0,0,0,0,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirkwood, Keith",WR,NOS,NA,1,0.4,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13882,TEN,0,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sills, David",WR,NYG,NA,1.4,0.7,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14110,DAL,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.7,0.7,6,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,13910,TBB,0.2,0,0,0,0,0,0,16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,1.3,0.7,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15841,@CHI,0.3,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BUF,NA,1,0.6,6,NA,NA,0,NA,1,NA,0,0,0.6,NA,NA,FantasySharks,14558,@NYJ,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
